objectid,sort_id,internet_archive_link,wacz_download_link,pdf_download_link,live_web_link,filename,capture_timeframe,youtubeid,vimeoid,title,publisher,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,rights_blanket,field_test_1,field_test_2,field_test_3
mtzfubs_webarchive_090,90,https://web.archive.org/web/20220521224551/https://theatrewashington.org/shows/voices-zion-black-georgetown-cemeteries-project,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_090.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_090.pdf,https://theatrewashington.org/shows/voices-zion-black-georgetown-cemeteries-project,mtzfubs_webarchive_090.jpg,,,,Voices of Zion: The Black Georgetown Cemeteries Project,TheatreWashington,TheatreWashington,2024,"This page from Theatre Washington promotes ""Voices of Zion,"" a community-based performance project by the Black Georgetown Cemeteries Project. It sought to blend original theater, archival research, and oral history to honor those buried at cemeteries like the Mount Zion and Female Union Band Society cemeteries. The locations for the performance included the cemeteries themselves.",Voices of Zion; Community Arts; Public History,Theatre Washington,,,,mtzfubs_webarchive_090,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_091,91,https://web.archive.org/web/20230402085243/https://oakhillcemeterydc.org/at-2-georgetown-cemeteries-history-in-black-and-white/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_091.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_091.pdf,https://oakhillcemeterydc.org/at-2-georgetown-cemeteries-history-in-black-and-white/,mtzfubs_webarchive_091.jpg,,,,"At 2 Georgetown Cemeteries, History in Black and White",Oakhill Cemetery,Oakhill Cemetery,2016-10-20,This article created by Oak Hill Cemetery explores the intertwined histories of Oak Hill Cemetery and its neighboring African-American cemeteries. It reflects on how segregation shaped their development and how preservation efforts are working to reconnect their stories.,Oak Hill Cemetery; Preservation,Oak Hill Cemetery,,,,mtzfubs_webarchive_091,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_092,92,https://web.archive.org/web/20210223130125/https://www.historicamerica.org/journal/2021/2/22/preserving-mount-zion,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_092.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_092.pdf,https://www.historicamerica.org/journal/2021/2/22/preserving-mount-zion,mtzfubs_webarchive_092.jpg,,,,Preserving Mount Zion,Historic America,Rachel Tracey,2023-02-22,This blog post from Historic America talks about the importance of preserving the cemeteries and highlights their historical significance. It touches on the frequent challenges encountered while maintaining African-American burial grounds and the Black Georgetown Foundation's efforts to protect the site.,Blogpost; Preservation; Black Georgetown Foundation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_092,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_093,93,https://web.archive.org/web/20210302015100/https://dcpreservation.org/2012/12/11/mt-zion-cemeteryfemale-union-band-cemetery-and-alexander-crummell-school-top-list-of-2012-most-endangered-places-in-washington/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_093.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_093.pdf,https://dcpreservation.org/2012/12/11/mt-zion-cemeteryfemale-union-band-cemetery-and-alexander-crummell-school-top-list-of-2012-most-endangered-places-in-washington/,mtzfubs_webarchive_093.jpg,,,,Mt. Zion Cemetery/Female Union Band Cemetery and Alexander Crummell School Top List of 2012 Most Endangered Places in Washington,The DC Preservation League,,2012-12-11,"This post from the DC Preservation League announces that the cemeteries, along with other sites like the Alexander Crummell School, were named among Washington's Most Endangered Places in 2012. This list sought to draw attention to their urgent preservation needs by engaging the public with their histories.",Preservation; DC Preservation League,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_093,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_094,94,https://web.archive.org/web/20210227085440/https://georgetowner.com/articles/2017/04/24/mt-zion-cemetery-ready-resurrection/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_094.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_094.pdf,https://georgetowner.com/articles/2017/04/24/mt-zion-cemetery-ready-resurrection/,mtzfubs_webarchive_094.jpg,,,,Mt. Zion Cemetery Ready for Its Own Resurrection,The Georgetowner,Robert Devaney,2017-04-24,This article from the Georgetowner covers the renewed preservation efforts at the cemeteries and places a focus on their community-driven projects and partnerships which were aimed at restoring the site to honor its legacy.,Preservation; Public Engagement,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_094,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_095,95,https://web.archive.org/web/20191020205138/https://georgetowner.com/articles/2015/03/26/death-cemetery-mt-zions-disrepair/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_095.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_095.pdf,https://georgetowner.com/articles/2015/03/26/death-cemetery-mt-zions-disrepair/,mtzfubs_webarchive_095.jpg,,,,Death of a Cemetery: Mt. Zion's Disrepair,The Georgetowner,"""Georgetowner""",2015-03-26,This article from The Georgetowner examines the long history of neglect at the cemeteries and discusses how the disrepair reflected broad patterns of racial inequality. It also touches on how community leaders are pushing for preservation and recognition.,Preservation; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_095,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_096,96,,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_096.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_096.pdf,https://www.facebook.com/DCPresLeague/posts/dcpl-members-visited-the-mt-zion-and-female-union-band-society-cemeteries-this-m/10157900165465946/,mtzfubs_webarchive_096.jpg,,,,DC Preservation League's Post,Facebook.com,DC Preservation League,2021-10-22,This Facebook post from the DC Preservation League shares a site visit to the cemeteries and documents the visitors who participated. It highlights their significance and the organization's efforts to promote the preservation of the site and spread public awareness.,DC Preservation League; Preservation; Public History,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_096,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_097,97,https://web.archive.org/web/20200918104849/https://eagleeyetutoring.com/headstones-and-history-black-lives-mattered/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_097.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_097.pdf,https://eagleeyetutoring.com/headstones-and-history-black-lives-mattered/,mtzfubs_webarchive_097.jpg,,,,Headstones and History: Black Lives Matter(ed),Eagle Eye Tutoring,Garrett Lowe; Thomas A. Duckenfield III,2020-08-05,"This blog post from Eagle Eye Tutoring reflects on a visit to the cemeteries and connects the history of African-American burial grounds in Georgetown to broader conversations about memory, respect, and ongoing preservation.",Blogpost; Public History; Preservation,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_097,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_098,98,https://web.archive.org/web/20250416194028/https://www.bizapedia.com/dc/mt-zion-female-union-marching-band-cemetery-reconstruction-fund.html,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_098.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_098.pdf,https://www.bizapedia.com/dc/mt-zion-female-union-marching-band-cemetery-reconstruction-fund.html,mtzfubs_webarchive_098.jpg,,,,Mt. Zion Female Union Marching Band Cemetery Reconstruction Fund,Bizapedia,Bizapedia,2021,This business registration relates to the non-profit which maintains and stewards the cemeteries.,Reference; Registration,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_098,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_099,99,https://web.archive.org/web/20190902135305/https://georgetowner.com/articles/2017/10/10/unearthing-african-american-history/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_099.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_099.pdf,https://georgetowner.com/articles/2017/10/10/unearthing-african-american-history/,mtzfubs_webarchive_099.jpg,,,,Unearthing African American History,The Georgetowner,Selma Khenissi,2017-10-10,"This article by Selma Khenissi talks about the history of the Oak Hill Cemetery which is closely intertwined with that of the Mt. Zion and Feamle Union Band Society Cemteries. Neville Water, president of the Mt. Zion Cemetery/Female Union Band Society (now the Black Georgetown Foundation) is quoted and speaks on the racial history of the the area related to this intertwinement.",Oak Hill Cemetery,Oak Hill Cemetery,,,,mtzfubs_webarchive_099,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
mtzfubs_webarchive_100,100,https://web.archive.org/web/20230719205314/https://southernspaces.org/2023/nannies-stone-commemoration-and-resistance/,https://github.com/amaoti/mtz-fubs/releases/download/v1.0/mtzfubs_webarchive_100.wacz,https://raw.githubusercontent.com/amaoti/mtz-fubs/main/pdfs/mtzfubs_webarchive_100.pdf,https://southernspaces.org/2023/nannies-stone-commemoration-and-resistance/,mtzfubs_webarchive_100.jpg,,,,Nannie's Stone: Commemoration and Resistance,Southern Spaces,Mark Auslander; Lisa Fager,2023-07-18,"This blogpost, written by Mark Auslander and Lisa Fager, discussed the significance of Nannie's headstone in the context of commemoration and resistance. It discusses topics like gravesite objects as memorialization practices, what headstones like Nannie's mean in the modern era, and the search to find Nannie's true identity.",Mark Auslander; Lisa Fager; Blogpost; Black Georgetown Foundation; Nannie; Memorialization Practices,Mount Zion & Female Union Band Society Cemeteries,,,,mtzfubs_webarchive_100,Image;StillImage,image/jpg,eng,All rights reserved by original source. Provided here for educational and preservation purposes,,"This web archive preserves a snapshot of the source site for research and educational use under fair use and archival exemptions (17 U.S.C. §§ 107, 108). It supports documentation of the Mount Zion and Female Union Band Society cemeteries and their role in Black Georgetown history. Content is not used commercially, and no ownership is claimed. Rights holders may request changes via the email listed on the About page.",,,
